ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,phase,domain,axial_A,shell_bfac
3161,19.740,0.4233,0.5333,0.3333,0.4000,crystalline,0,-7.339,20.0
3162,27.951,0.2446,0.3929,0.0000,0.3571,intermediate,0,-11.184,30.0
3163,25.098,0.1770,0.2973,0.0000,0.2432,intermediate,0,-9.050,30.0
3164,16.300,0.4233,0.5333,0.3333,0.4000,crystalline,0,-14.228,20.0
3165,28.928,0.1182,0.1818,0.0000,0.1818,intermediate,0,-5.322,30.0
3166,30.134,0.2143,0.4286,0.0000,0.2143,intermediate,0,-0.814,40.0
3167,30.314,0.1283,0.2174,0.0000,0.1739,intermediate,0,19.149,40.0
3168,27.122,0.1689,0.2973,0.0000,0.2162,intermediate,0,14.910,30.0
3169,29.153,0.2386,0.4091,0.0000,0.3182,intermediate,0,-4.911,30.0
3170,24.564,0.1097,0.1944,0.0000,0.1389,intermediate,0,-9.084,30.0
3171,26.013,0.3274,0.4048,0.2857,0.2857,crystalline,0,14.119,30.0
3172,30.353,0.2889,0.4444,0.0000,0.4444,crystalline,0,31.231,40.0
3173,22.956,0.1414,0.2571,0.0000,0.1714,intermediate,0,-11.174,30.0
3174,30.259,0.1341,0.2273,0.0000,0.1818,intermediate,0,-8.572,40.0
3175,28.712,0.3844,0.4375,0.3125,0.4062,crystalline,0,26.952,30.0
3176,15.431,0.4141,0.5217,0.3261,0.3913,crystalline,0,-11.887,20.0
3177,21.131,0.4233,0.5333,0.3333,0.4000,crystalline,0,-5.877,30.0
3178,22.285,0.1703,0.3243,0.0000,0.1892,intermediate,0,-12.197,30.0
3179,26.996,0.1647,0.2941,0.0000,0.2059,intermediate,0,-2.060,30.0
3180,24.866,0.3675,0.4750,0.2750,0.3500,crystalline,0,-1.606,30.0
3181,25.990,0.1458,0.2500,0.0000,0.1944,intermediate,0,-3.488,30.0
3182,28.657,0.1304,0.2500,0.0000,0.1429,intermediate,0,2.040,30.0
3183,25.080,0.3415,0.4146,0.2683,0.3415,crystalline,0,-9.496,30.0
3184,23.285,0.3837,0.5250,0.2500,0.3750,crystalline,0,-7.305,30.0
