ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,phase,domain,axial_A,shell_bfac
351,9.506,0.0717,0.1304,0.0000,0.0870,amorphous,0,8.635,10.0
352,1.386,0.1650,0.1667,0.1333,0.2000,intermediate,0,7.407,6.0
353,3.030,0.0351,0.0541,0.0000,0.0541,amorphous,0,10.177,6.0
354,10.367,0.1500,0.1667,0.0833,0.2083,intermediate,0,19.968,20.0
355,9.514,0.0742,0.1290,0.0000,0.0968,amorphous,0,14.653,10.0
356,9.781,0.1375,0.2500,0.0000,0.1667,intermediate,0,30.397,10.0
357,11.970,0.1659,0.2273,0.0909,0.1818,intermediate,0,19.571,20.0
358,9.640,0.0684,0.1053,0.0000,0.1053,amorphous,0,7.519,10.0
359,8.743,0.0464,0.0714,0.0000,0.0714,amorphous,0,12.040,10.0
360,6.565,0.0852,0.0741,0.0741,0.1111,amorphous,0,6.587,10.0
361,8.142,0.0520,0.0800,0.0000,0.0800,amorphous,0,7.399,10.0
362,5.551,0.0464,0.0714,0.0000,0.0714,amorphous,0,10.560,6.0
363,6.423,0.0371,0.0571,0.0000,0.0571,amorphous,0,15.988,10.0
364,5.555,0.1971,0.3429,0.0000,0.2571,intermediate,0,8.575,6.0
365,6.218,0.0978,0.1304,0.0000,0.1739,intermediate,0,5.638,6.0
366,7.281,0.1479,0.2083,0.0000,0.2500,intermediate,0,7.167,10.0
367,8.533,0.1614,0.2273,0.0000,0.2727,intermediate,0,29.445,10.0
368,6.115,0.0784,0.1081,0.0000,0.1351,amorphous,0,21.638,10.0
369,6.281,0.0878,0.1351,0.0000,0.1351,intermediate,0,20.801,10.0
370,12.625,0.1881,0.2381,0.0952,0.2381,intermediate,0,20.833,20.0
371,6.251,0.0394,0.0606,0.0000,0.0606,amorphous,0,10.296,10.0
372,5.793,0.0433,0.0667,0.0000,0.0667,amorphous,0,8.377,6.0
373,10.110,0.0458,0.0833,0.0000,0.0556,amorphous,0,11.891,20.0
374,12.064,0.0917,0.1667,0.0000,0.1111,amorphous,0,9.184,20.0
375,7.904,0.1371,0.2258,0.0000,0.1935,intermediate,0,24.525,10.0
376,7.063,0.0574,0.0882,0.0000,0.0882,amorphous,0,11.298,10.0
377,6.094,0.0719,0.1250,0.0000,0.0938,amorphous,0,12.225,6.0
378,6.219,0.0547,0.0938,0.0625,0.0000,amorphous,0,9.052,6.0
379,6.517,0.1404,0.1538,0.1154,0.1538,intermediate,0,6.589,10.0
380,4.884,0.0682,0.0909,0.0000,0.1212,amorphous,0,10.032,6.0
381,9.807,0.0368,0.1053,0.0000,0.0000,amorphous,0,7.233,10.0
382,10.719,0.1475,0.1500,0.1000,0.2000,intermediate,0,7.376,20.0
383,11.109,0.1844,0.3125,0.0000,0.2500,intermediate,0,8.245,20.0
384,8.946,0.1500,0.1818,0.0909,0.1818,intermediate,0,17.267,10.0
385,6.474,0.0660,0.1200,0.0000,0.0800,amorphous,0,4.414,10.0
386,12.369,0.0975,0.1500,0.0000,0.1500,intermediate,0,22.878,20.0
387,11.817,0.2150,0.4000,0.0000,0.2500,intermediate,0,9.621,20.0
388,11.846,0.1211,0.2105,0.0000,0.1579,intermediate,0,27.472,20.0
389,7.351,0.1833,0.3333,0.0000,0.2222,intermediate,0,7.761,10.0
390,10.364,0.0516,0.0645,0.0000,0.0968,amorphous,0,17.170,10.0
391,10.999,0.0611,0.1111,0.0000,0.0741,amorphous,0,15.230,20.0
392,12.626,0.1833,0.2222,0.1111,0.2222,intermediate,0,20.951,20.0
393,4.776,0.0914,0.1724,0.0000,0.1034,amorphous,0,5.957,6.0
394,12.356,0.1125,0.1500,0.0000,0.2000,intermediate,0,23.191,20.0
395,10.885,0.2000,0.2500,0.0000,0.3750,intermediate,0,30.514,20.0
396,9.796,0.1217,0.2333,0.0000,0.1333,intermediate,0,23.028,10.0
397,8.372,0.1865,0.2692,0.0000,0.3077,intermediate,0,25.622,10.0
398,9.088,0.0672,0.1034,0.0000,0.1034,amorphous,0,15.856,10.0
399,8.126,0.1975,0.2500,0.1000,0.2500,intermediate,0,4.387,10.0
400,10.774,0.1375,0.1667,0.0833,0.1667,intermediate,0,15.054,20.0
401,12.091,0.1435,0.1739,0.0870,0.1739,intermediate,0,16.117,20.0
402,8.996,0.0780,0.1200,0.0000,0.1200,intermediate,0,5.799,10.0
403,11.498,0.0750,0.1364,0.0000,0.0909,amorphous,0,9.748,20.0
404,12.365,0.1529,0.2353,0.0000,0.2353,intermediate,0,12.619,20.0
405,10.470,0.0722,0.1111,0.0000,0.1111,amorphous,0,14.998,20.0
406,10.312,0.0635,0.1154,0.0000,0.0769,amorphous,0,12.551,20.0
407,9.676,0.0591,0.0909,0.0000,0.0909,amorphous,0,8.473,10.0
408,8.610,0.1300,0.2000,0.0000,0.2000,intermediate,0,22.336,10.0
409,10.854,0.0780,0.1200,0.0000,0.1200,intermediate,0,12.179,20.0
410,11.052,0.0870,0.1739,0.0000,0.0870,amorphous,0,18.525,20.0
411,10.120,0.1773,0.2727,0.0000,0.2727,intermediate,0,5.633,20.0
412,11.998,0.0971,0.1765,0.0000,0.1176,amorphous,0,8.051,20.0
413,2.898,0.1074,0.2059,0.0000,0.1176,amorphous,0,3.884,6.0
414,8.946,0.0821,0.1429,0.0000,0.1071,amorphous,0,9.945,10.0
415,8.872,0.0542,0.0833,0.0000,0.0833,amorphous,0,7.093,10.0
416,12.031,0.1967,0.3333,0.0000,0.2667,intermediate,0,8.839,20.0
417,5.102,0.2409,0.3182,0.1364,0.2727,intermediate,0,3.556,6.0
418,8.952,0.0464,0.0714,0.0000,0.0714,amorphous,0,12.654,10.0
419,6.204,0.1932,0.3182,0.0000,0.2727,intermediate,0,5.150,10.0
420,12.663,0.1031,0.1250,0.0625,0.1250,intermediate,0,10.351,20.0
421,10.908,0.0750,0.1154,0.0000,0.1154,amorphous,0,10.913,20.0
422,6.291,0.2185,0.3704,0.0000,0.2963,intermediate,0,4.900,10.0
423,10.276,0.0886,0.1364,0.0000,0.1364,intermediate,0,20.756,20.0
424,9.199,0.1093,0.1852,0.0000,0.1481,intermediate,0,9.631,10.0
425,12.160,0.0750,0.1364,0.0000,0.0909,amorphous,0,10.079,20.0
426,8.708,0.0565,0.0870,0.0000,0.0870,amorphous,0,8.669,10.0
427,10.114,0.0650,0.1000,0.0000,0.1000,amorphous,0,18.328,20.0
428,3.266,0.0571,0.0714,0.0000,0.1071,amorphous,0,4.504,6.0
429,9.693,0.1031,0.1250,0.0625,0.1250,intermediate,0,17.622,10.0
430,12.319,0.1737,0.3158,0.0000,0.2105,intermediate,0,23.876,20.0
431,10.302,0.1034,0.1379,0.0690,0.1034,amorphous,0,7.015,20.0
432,9.561,0.2194,0.3889,0.0000,0.2778,intermediate,0,6.210,10.0
433,6.504,0.1278,0.2222,0.0000,0.1667,intermediate,0,5.236,10.0
434,8.817,0.0717,0.1304,0.0000,0.0870,amorphous,0,4.993,10.0
435,9.059,0.0909,0.1818,0.0000,0.0909,amorphous,0,11.242,10.0
436,10.983,0.0684,0.1053,0.0000,0.1053,amorphous,0,5.683,20.0
437,11.415,0.1500,0.2500,0.0000,0.2083,intermediate,0,23.610,20.0
438,12.285,0.1026,0.1579,0.0000,0.1579,intermediate,0,16.615,20.0
439,11.983,0.1000,0.1739,0.0000,0.1304,intermediate,0,19.240,20.0
440,12.292,0.0684,0.1053,0.0000,0.1053,amorphous,0,7.415,20.0
441,6.726,0.0812,0.1250,0.0000,0.1250,intermediate,0,2.714,10.0
442,9.635,0.0565,0.0870,0.0000,0.0870,amorphous,0,9.305,10.0
443,11.727,0.1733,0.2667,0.0000,0.2667,intermediate,0,27.328,20.0
444,5.491,0.0779,0.1471,0.0000,0.0882,amorphous,0,5.457,6.0
445,7.647,0.1065,0.1935,0.0000,0.1290,intermediate,0,6.099,10.0
446,6.937,0.2690,0.3810,0.1429,0.2857,crystalline,0,2.182,10.0
447,10.362,0.1795,0.3182,0.0000,0.2273,intermediate,0,22.521,20.0
448,11.710,0.1095,0.1905,0.0000,0.1429,intermediate,0,11.185,20.0
449,3.501,0.0811,0.1622,0.0000,0.0811,amorphous,0,3.573,6.0
450,6.846,0.1095,0.1905,0.0000,0.1429,intermediate,0,2.231,10.0
451,10.777,0.1095,0.1905,0.0000,0.1429,intermediate,0,8.436,20.0
452,10.110,0.2357,0.4286,0.0000,0.2857,intermediate,0,3.370,20.0
453,8.301,0.0780,0.1200,0.0000,0.1200,intermediate,0,4.421,10.0
454,11.448,0.0542,0.0833,0.0000,0.0833,amorphous,0,6.677,20.0
455,12.388,0.0800,0.1000,0.0000,0.1500,amorphous,0,15.109,20.0
456,12.328,0.1353,0.2353,0.0000,0.1765,intermediate,0,17.606,20.0
457,12.174,0.0722,0.1111,0.0000,0.1111,amorphous,0,6.931,20.0
458,6.945,0.1300,0.2000,0.0000,0.2000,intermediate,0,0.464,10.0
459,12.661,0.0917,0.1111,0.0556,0.1111,amorphous,0,10.108,20.0
460,2.137,0.1911,0.2500,0.1429,0.1786,intermediate,0,0.566,6.0
461,8.270,0.1967,0.3333,0.0000,0.2667,intermediate,0,1.402,10.0
462,11.085,0.0868,0.1579,0.0000,0.1053,amorphous,0,4.608,20.0
463,12.341,0.0868,0.1579,0.0000,0.1053,amorphous,0,7.347,20.0
464,12.058,0.1045,0.1818,0.0000,0.1364,intermediate,0,7.666,20.0
465,12.387,0.2053,0.3158,0.0000,0.3158,intermediate,0,23.603,20.0
466,9.839,0.1152,0.2174,0.0000,0.1304,intermediate,0,5.814,10.0
467,10.258,0.2200,0.4000,0.0000,0.2667,intermediate,0,2.523,20.0
468,12.502,0.0975,0.1500,0.0000,0.1500,intermediate,0,12.555,20.0
469,9.395,0.0963,0.1481,0.0000,0.1481,intermediate,0,4.682,10.0
470,12.490,0.0812,0.1250,0.0000,0.1250,intermediate,0,7.555,20.0
471,12.610,0.1639,0.2778,0.0000,0.2222,intermediate,0,18.730,20.0
472,5.798,0.1435,0.2609,0.0000,0.1739,intermediate,0,-1.093,6.0
473,5.901,0.2117,0.2667,0.1667,0.2000,intermediate,0,1.698,6.0
474,8.502,0.1300,0.2000,0.0000,0.2000,intermediate,0,1.451,10.0
