ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,com_registry,pair_corr,hotspot,phase,domain,axial_A,shell_bfac
773,14.207,0.0269,0.0000,0.0769,0.0000,0.0000,0.0000,0,amorphous,0,40.104,26.0
774,17.125,0.0350,0.0000,0.1000,0.0000,0.0000,0.0000,0,amorphous,0,22.309,26.0
775,11.594,0.0350,0.0000,0.1000,0.0000,0.1111,0.1667,0,amorphous,0,3.762,26.0
776,16.205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-12.379,26.0
777,17.957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,26.829,26.0
778,17.590,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,amorphous,0,38.519,26.0
779,17.656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,13.372,26.0
780,20.154,0.0000,0.0000,0.0000,0.0000,0.1250,0.3333,0,intermediate,0,16.913,26.0
781,15.534,0.0318,0.0000,0.0909,0.0000,0.0000,0.0000,0,amorphous,0,8.887,26.0
782,13.209,0.0318,0.0000,0.0909,0.0000,0.2222,0.3333,1,amorphous,0,-23.245,26.0
783,17.780,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0,amorphous,0,-17.994,26.0
784,16.959,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,amorphous,0,11.306,26.0
785,15.283,0.0437,0.0000,0.1250,0.0000,0.1429,0.5000,0,amorphous,0,42.458,26.0
786,16.362,0.0000,0.0000,0.0000,0.0000,0.2222,0.4257,0,amorphous,0,-2.772,26.0
787,19.803,0.0389,0.0000,0.1111,0.0000,0.1250,0.3333,0,amorphous,0,27.041,26.0
788,15.614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-35.718,26.0
789,19.841,0.0875,0.1250,0.1250,0.0000,0.1667,0.0000,0,intermediate,0,55.729,26.0
790,18.321,0.0389,0.0000,0.1111,0.0000,0.2500,0.5000,1,amorphous,0,-22.333,26.0
791,17.436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-17.751,26.0
792,17.034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,50.964,26.0
793,17.538,0.0389,0.0000,0.1111,0.0000,0.1250,0.2500,0,amorphous,0,3.645,26.0
794,21.074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-26.423,26.0
795,14.614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,10.531,26.0
796,20.004,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,intermediate,0,21.551,26.0
797,14.814,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,amorphous,0,10.178,26.0
798,18.035,0.0437,0.1250,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,3.525,26.0
799,21.585,0.0000,0.0000,0.0000,0.0000,0.2000,0.5000,0,intermediate,0,45.234,26.0
800,20.626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,34.154,26.0
801,21.700,0.0389,0.1111,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,16.975,26.0
802,18.939,0.0000,0.0000,0.0000,0.0000,0.1667,0.3333,0,amorphous,0,30.485,26.0
803,18.412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,5.032,26.0
804,11.986,0.0350,0.0000,0.1000,0.0000,0.3333,0.7500,0,amorphous,0,-35.444,26.0
805,19.473,0.0318,0.0000,0.0909,0.0000,0.2000,0.3333,0,amorphous,0,-19.883,26.0
806,20.516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-37.642,26.0
807,18.546,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0,amorphous,0,-26.469,26.0
808,17.938,0.0437,0.0000,0.1250,0.0000,0.0000,0.0000,0,amorphous,0,37.149,26.0
809,18.202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,29.774,26.0
810,21.547,0.0000,0.0000,0.0000,0.0000,0.2000,0.5000,0,intermediate,0,47.345,26.0
811,18.159,0.0269,0.0000,0.0769,0.0000,0.1818,0.3333,0,amorphous,0,47.560,26.0
812,19.949,0.0389,0.0000,0.1111,0.0000,0.1250,0.2500,0,amorphous,0,-2.937,26.0
813,20.034,0.0000,0.0000,0.0000,0.0000,0.1667,0.2500,1,intermediate,0,17.781,26.0
814,16.632,0.0350,0.0000,0.1000,0.0000,0.2222,0.6400,0,amorphous,0,29.497,26.0
815,20.699,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,1.719,26.0
816,20.157,0.0000,0.0000,0.0000,0.0000,0.2000,0.5000,0,intermediate,0,-23.998,26.0
817,19.301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,37.883,26.0
818,19.164,0.0000,0.0000,0.0000,0.0000,0.4000,0.5000,1,amorphous,0,-29.411,26.0
819,20.981,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,-35.583,26.0
820,23.177,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,intermediate,0,-36.498,26.0
821,21.299,0.0350,0.0000,0.1000,0.0000,0.0000,0.0000,0,intermediate,0,-4.923,26.0
822,20.624,0.0437,0.0000,0.1250,0.0000,0.1429,0.3333,0,intermediate,0,38.310,26.0
823,21.454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-7.311,26.0
824,18.527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,33.970,26.0
825,19.529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-8.397,26.0
826,19.824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,12.420,26.0
827,15.229,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0,amorphous,0,-27.193,26.0
828,15.934,0.0437,0.0000,0.1250,0.0000,0.1429,0.5000,0,amorphous,0,-21.523,26.0
829,17.636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,12.621,26.0
830,18.097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-43.673,26.0
831,18.986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-39.272,26.0
832,18.280,0.0000,0.0000,0.0000,0.0000,0.2000,0.3333,1,amorphous,0,28.699,26.0
833,18.180,0.0389,0.0000,0.1111,0.0000,0.0000,0.0000,0,amorphous,0,26.192,26.0
834,20.868,0.0000,0.0000,0.0000,0.0000,0.3333,0.5000,0,intermediate,0,-34.394,26.0
835,22.803,0.0875,0.1250,0.1250,0.0000,0.1429,0.2500,1,intermediate,0,19.498,26.0
836,17.526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,5.525,26.0
837,18.790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,15.117,26.0
838,21.887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,59.643,26.0
839,20.716,0.0000,0.0000,0.0000,0.0000,0.2000,0.5000,0,intermediate,0,4.439,26.0
840,18.869,0.0350,0.0000,0.1000,0.0000,0.3333,0.4286,1,amorphous,0,-8.004,26.0
841,21.747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,-11.387,26.0
842,21.387,0.0318,0.0000,0.0909,0.0000,0.1000,0.3333,0,intermediate,0,8.704,26.0
843,18.760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-44.098,26.0
844,22.473,0.0000,0.0000,0.0000,0.0000,0.5000,0.6667,0,intermediate,0,36.163,26.0
845,19.488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,amorphous,0,-4.741,26.0
846,22.604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,intermediate,0,54.658,26.0
847,18.758,0.0389,0.0000,0.1111,0.0000,0.1250,0.2000,1,amorphous,0,-25.681,26.0
848,21.988,0.0875,0.1250,0.1250,0.0000,0.1429,0.2500,0,intermediate,0,-16.563,26.0
