ca_index,d_p_A,crystallinity,frac_a,frac_c,frac_384,phase,domain,axial_A,shell_bfac
76,12.432,0.0000,0.0000,0.0000,0.0000,amorphous,0,-8.651,25.0
77,13.141,0.0000,0.0000,0.0000,0.0000,amorphous,0,-5.212,25.0
78,5.256,0.0000,0.0000,0.0000,0.0000,amorphous,0,-17.136,25.0
79,16.139,0.0000,0.0000,0.0000,0.0000,amorphous,0,38.253,25.0
80,10.061,0.0000,0.0000,0.0000,0.0000,amorphous,0,-15.360,25.0
81,7.471,0.0000,0.0000,0.0000,0.0000,amorphous,0,-32.245,25.0
82,15.255,0.0000,0.0000,0.0000,0.0000,amorphous,0,20.112,25.0
83,17.795,0.0000,0.0000,0.0000,0.0000,amorphous,0,-0.033,25.0
84,15.975,0.0000,0.0000,0.0000,0.0000,amorphous,0,-7.739,25.0
85,17.342,0.0000,0.0000,0.0000,0.0000,amorphous,0,13.926,25.0
86,19.286,0.0000,0.0000,0.0000,0.0000,amorphous,0,40.010,25.0
87,16.031,0.0000,0.0000,0.0000,0.0000,amorphous,0,-2.069,25.0
88,11.806,0.0000,0.0000,0.0000,0.0000,amorphous,0,-37.999,25.0
89,11.989,0.0000,0.0000,0.0000,0.0000,amorphous,0,-27.703,25.0
90,17.781,0.0000,0.0000,0.0000,0.0000,amorphous,0,18.419,25.0
91,19.969,0.0000,0.0000,0.0000,0.0000,amorphous,0,-31.819,25.0
92,16.392,0.0000,0.0000,0.0000,0.0000,amorphous,0,-33.105,25.0
93,17.427,0.0000,0.0000,0.0000,0.0000,amorphous,0,-2.414,25.0
94,13.428,0.0000,0.0000,0.0000,0.0000,amorphous,0,-5.794,25.0
95,15.349,0.0000,0.0000,0.0000,0.0000,amorphous,0,2.188,25.0
96,9.130,0.0000,0.0000,0.0000,0.0000,amorphous,0,28.216,25.0
97,5.134,0.0000,0.0000,0.0000,0.0000,amorphous,0,-30.554,25.0
98,17.482,0.0000,0.0000,0.0000,0.0000,amorphous,0,-31.480,25.0
99,16.904,0.0000,0.0000,0.0000,0.0000,amorphous,0,-38.798,25.0
100,16.705,0.0000,0.0000,0.0000,0.0000,amorphous,0,17.774,25.0
101,10.827,0.0000,0.0000,0.0000,0.0000,amorphous,0,28.187,25.0
102,10.644,0.0000,0.0000,0.0000,0.0000,amorphous,0,-37.117,25.0
103,21.015,0.0000,0.0000,0.0000,0.0000,amorphous,0,-23.476,25.0
104,9.137,0.0000,0.0000,0.0000,0.0000,amorphous,0,-21.392,25.0
105,12.957,0.0000,0.0000,0.0000,0.0000,amorphous,0,-26.942,25.0
106,13.011,0.0000,0.0000,0.0000,0.0000,amorphous,0,4.941,25.0
107,9.179,0.0000,0.0000,0.0000,0.0000,amorphous,0,35.700,25.0
108,15.991,0.0000,0.0000,0.0000,0.0000,amorphous,0,-34.302,25.0
109,17.216,0.0000,0.0000,0.0000,0.0000,amorphous,0,35.233,25.0
110,19.258,0.0000,0.0000,0.0000,0.0000,amorphous,0,4.541,25.0
111,15.525,0.0000,0.0000,0.0000,0.0000,amorphous,0,25.057,25.0
112,13.042,0.0000,0.0000,0.0000,0.0000,amorphous,0,-34.875,25.0
113,16.435,0.0000,0.0000,0.0000,0.0000,amorphous,0,-6.341,25.0
114,7.226,0.0000,0.0000,0.0000,0.0000,amorphous,0,-25.304,25.0
115,10.666,0.0000,0.0000,0.0000,0.0000,amorphous,0,32.740,25.0
116,17.474,0.0000,0.0000,0.0000,0.0000,amorphous,0,13.658,25.0
117,18.953,0.0000,0.0000,0.0000,0.0000,amorphous,0,47.725,25.0
118,8.088,0.0350,0.0000,0.1000,0.0000,amorphous,0,-9.588,25.0
119,8.707,0.0000,0.0000,0.0000,0.0000,amorphous,0,-6.139,25.0
120,14.189,0.0000,0.0000,0.0000,0.0000,amorphous,0,35.135,25.0
121,7.017,0.0000,0.0000,0.0000,0.0000,amorphous,0,-1.127,25.0
122,20.148,0.0000,0.0000,0.0000,0.0000,amorphous,0,-19.243,25.0
123,19.526,0.0000,0.0000,0.0000,0.0000,amorphous,0,-9.289,25.0
124,10.848,0.0000,0.0000,0.0000,0.0000,amorphous,0,44.350,25.0
125,20.802,0.0000,0.0000,0.0000,0.0000,amorphous,0,2.481,25.0
126,19.799,0.0000,0.0000,0.0000,0.0000,amorphous,0,-22.287,25.0
127,16.682,0.0000,0.0000,0.0000,0.0000,amorphous,0,4.699,25.0
128,20.983,0.0000,0.0000,0.0000,0.0000,amorphous,0,20.669,25.0
129,20.808,0.0000,0.0000,0.0000,0.0000,amorphous,0,-29.463,25.0
130,16.600,0.0000,0.0000,0.0000,0.0000,amorphous,0,30.461,25.0
131,10.185,0.0000,0.0000,0.0000,0.0000,amorphous,0,49.147,25.0
132,7.536,0.0000,0.0000,0.0000,0.0000,amorphous,0,-32.004,25.0
133,21.807,0.0000,0.0000,0.0000,0.0000,amorphous,0,-19.180,25.0
134,15.087,0.0000,0.0000,0.0000,0.0000,amorphous,0,-19.981,25.0
135,12.056,0.0000,0.0000,0.0000,0.0000,amorphous,0,-33.977,25.0
136,18.679,0.0000,0.0000,0.0000,0.0000,amorphous,0,-15.840,25.0
137,6.658,0.0000,0.0000,0.0000,0.0000,amorphous,0,24.303,25.0
138,9.889,0.0000,0.0000,0.0000,0.0000,amorphous,0,-23.744,25.0
139,11.294,0.0000,0.0000,0.0000,0.0000,amorphous,0,38.910,25.0
140,9.468,0.0000,0.0000,0.0000,0.0000,amorphous,0,37.091,25.0
141,10.212,0.0000,0.0000,0.0000,0.0000,amorphous,0,-37.182,25.0
142,12.491,0.0000,0.0000,0.0000,0.0000,amorphous,0,-36.237,25.0
143,6.902,0.0000,0.0000,0.0000,0.0000,amorphous,0,42.731,25.0
144,20.724,0.0000,0.0000,0.0000,0.0000,amorphous,0,21.614,25.0
145,14.927,0.0000,0.0000,0.0000,0.0000,amorphous,0,3.891,25.0
146,11.058,0.0000,0.0000,0.0000,0.0000,amorphous,0,-26.192,25.0
147,19.216,0.0000,0.0000,0.0000,0.0000,amorphous,0,-8.118,25.0
148,5.217,0.0000,0.0000,0.0000,0.0000,amorphous,0,16.480,25.0
149,12.267,0.0000,0.0000,0.0000,0.0000,amorphous,0,-37.836,25.0
150,18.230,0.0000,0.0000,0.0000,0.0000,amorphous,0,31.550,25.0
151,12.901,0.0000,0.0000,0.0000,0.0000,amorphous,0,24.355,25.0
152,16.291,0.0000,0.0000,0.0000,0.0000,amorphous,0,17.430,25.0
153,18.694,0.0000,0.0000,0.0000,0.0000,amorphous,0,-31.952,25.0
154,12.196,0.0000,0.0000,0.0000,0.0000,amorphous,0,-30.194,25.0
155,19.688,0.0000,0.0000,0.0000,0.0000,amorphous,0,-39.240,25.0
